NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,X3,A9,A40,A10,A10A,A21_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J50,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J32,J33_40,J53,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4,B41_1,B41_2,B31,B42,B43,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,EA_1,E7,E8,E20,E15_2015,P50,P51,P52,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M6,M7,M8,M31,M50,M9,M10,wgt_n2,wgt_d2,wgt_s3
2021010043,23,3,2,2,6,12,1,4,4,4,3,5,1,3,1,8,2, ,2,2, ,3,8,1,1,3,1,1, , ,1,2,1,1,1,0,0,0,0,0,0,0,2,5,6,4,4,5,5,4,5,3,1,2,2,3,1,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,6,5,3, , , , ,1,3,1,98,1,2,2,1.593262791,1.157676199,1.043311326
2021010044,25,6,3,2,5,11,1,4,2,4,3,1,5,3,1,2,1, ,1,2, ,2,5,3,1,2,1,2,2,2, ,2,4,1,1,0,0,0,0,0,0,0,2,2,5,3,3,5,3,2,3,2,1,1,2,3,1,3,2,3,98, , ,2, , , ,2,1,2,2, , ,1,1,1,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,1,2,5,6,3,3, , , , ,1,3,98,1,1,1,98,0.827010326,0.622921665,1.14980604
2021010045,26,4,2,1,3,3,2,3,2,3,3,6,3,3,1,3,2, ,1,2, ,2,8,5,2,2,2,98, ,2, ,2,2,1,0,0,1,0,0,0,0,0,2,4,6,4,5,3,5,4,4,3,1,1,1,3,3,2,2,2,2, , ,2, , , ,1,2, , , , ,2,2,98,2,98,98,98,98,98,98,2,98,0,0,0,0,0,1,0,0, , , ,3,2,2,1,2,2,3,2,2,2,2,3,2,4,3, , , , ,98,3,98,98,1,98,98,0.482017419,2.457792131,0.955373509
2021010046,29,8,4,2,5,11,1,5,1,2,1,5,7,3,1,4,2,2,1,2,3,4,7,3,1,99,1,1, ,1, ,2,2,1,0,1,1,0,0,0,0,0,2,5,5,4,2,3,3,3,3,3,1,1,2,3,2,3,2,3,1,2,98,99, , , ,2,1,1,2,2,1,2,2,98,3,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,2,2,2,7,6,6,3, , , , ,2,3,98,3,1,1,98,0.469709883,0.982404268,0.949333716
2021010047,39,2,1,1,3,3,1,3,2,2,2,6,2,3,1,4,2,2,1,2,1,2,8,5,3,2,2,2, ,2, ,2,98,1,1,0,0,0,0,0,0,0,2,2,6,5,4,4,4,2,5,2,1,2,2,3,2,3,3,3,2, , ,2, , , ,2,1,2,2, , ,2,2,2,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,4,1,2,2,1,6,6,5,3, , , , ,98,98,98,98,98,1,98,2.07814454,0.891733712,0.933840239
2021010048,34,5,3,1,6,6,1,4,1,2,1,5,3,3,1,8,2,8,2,2,1,3,5,5,1,3,1,1, , ,2,2,2,1,1,1,0,0,0,0,0,0,2,4,4,4,3,3,3,4,3,3,1,1,2,3,1,3,3,3,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,7,7,6,3, , , , ,1,3,1,3,1,1,98,1.281741582,1.494538345,1.149091149
2021010049,44,7,3,2,5,11,1,4,4,1,3,6,2,3,1,3,2, ,1,2, ,3,1,3,2,2,2,2, ,2, ,2,4,1,1,0,0,0,0,0,0,0,2,3,5,6,5,2,5,1,5,1,1,1,2,1,3,3,3,1,2, , ,2, , , ,2,2, , , , ,2,2,2,2,2,1,2,2,2,1,2,1,1,0,0,0,0,0,0,0,2,1,1,4,1,1,1,1,1,7,1,2,1,2,5,1,4,3, , , , ,98,98,98,98,98,98,98,1.542859143,2.91765245,1.043544812
2021010050,5,9,4,2,3,9,2,6,1,2,1,2,5,3,1,1,1,1,1, ,1,5,7,7,3,3,1,1,2,1, ,2,1,1,0,0,1,1,0,0,0,0,2,5,3,4,3,1,3,5,1,4,1,1,2,3,3,3,2,1,1,2,1,1,1,2,2,1,2, , , , ,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,6,6,3, , , , ,98,3,98,98,98,1,98,1.037538904,2.280892056,0.969858107
2021010051,43,6,3,2,6,12,1,4,1,2,1,5,5,3,1,8,2,8,2,2,1,3,8,3,3,3,1,2, , ,2,2,2,1,1,0,0,0,0,0,0,0,2,5,5,4,1,2,3,3,2,3,1,1,2,2,1,3,3,2,1,1,1,2,2,2,1,2,1,2,2, , ,2,2,1,2,2,1,1,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,3,1,2,2,2,6,7,6,3, , , , ,1,2,3,3,98,1,98,0.827010326,1.521331307,1.01056096
2021010052,24,4,2,2,4,10,2,6,2,4,3,6,4,3,1,7,2, ,1, , ,99,3,5,1,3,2,2, ,2, ,2,2,2, , , , , , , , ,2,5,4,5,4,5,5,3,98,98,1,1,2,3,1,3,3,3,2, , ,2, , , ,2,99, , , , ,98,2,98,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1, , , ,1,1,1,1,1,2,2,2,2,99,99,5,4,5,98, , , , ,1,3,2,3,1,1,98,0.522940411,2.294090649,1.186872686
2021010053,44,7,3,2,5,11,2,6,1,2,1,5,7,3,1,2,2,8,1, ,1,5,4,6,3,3,1,2, ,1, ,2,1,1,0,1,0,1,0,0,0,0,2,4,6,5,3,3,3,3,3,2,1,1,2,2,3,3,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,3,1,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,2,2,1,1,1,1,1,1,2,4,1,2,1,1,5,5,5,3, , , , ,1,3,2,2,1,1,2,1.745107319,3.1705953,1.12890627
2021010054,47,5,3,1,6,6,1,6,5,1,3,5,7,2,1,8,2, ,2, , ,5,10,7,1,3,1,1, , ,2,2,1,1,0,0,0,1,0,0,0,0,2,5,1,2,1,1,1,5,1,4,1,1,2,2,1,3,3,3,1, ,1,1,2,2,2,1,2, , , , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,6,6,98, , , , ,1,3,2,3,98,1,2,1.035166131,1.050878486,0.819696413
2021010055,3,8,4,1,2,2,1,7,1,2,1,3,8,3,1,2,1,2,1, ,1,6,9,8,2,3,1,1,1,2, ,2,1,2, , , , , , , , ,2,5,6,4,3,4,4,4,3,4,1,1,1,2,3,2,2,1,1,1,1,2,1,2,2,1,1,2,2, , ,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,2,2,2,2,6,6,6,2,1,1,1, ,1,3,1,2,1,1,1,0.371059155,2.034535691,0.772523939
2021010056,1,6,3,2,3,9,1,1,1,4,1,4,1,3,1,6,2,1,1, ,1,1,3,3,1,3,2,2,1,2, ,2,3,1,1,0,0,0,0,0,0,0,2,1,7,3,3,3,3,2,2,3,1,1,2,2,2,2,2,3,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,5,5,3,5,5,2,3,1,1,1,2,3,3,3,3, , , , ,1,1,98,2,2,1,1,0.706987264,0.910767462,0.887694917
2021010057,5,9,4,1,3,3,1,7,1,2,1,1,7,3,1,2,1,2,1, ,1,6,10,10,2,1,1,1,1,1, ,1,1,1,1,0,1,1,0,0,0,0,1,5,7,6,5,5,4,4,5,4,1,1,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,4,1,4,3,3,3,2,1,7,1,1,1,1,6,7,7,1, , , , ,1,2,1,2,2,98,98,0.492065359,2.232959188,1.03249663
2021010058,34,5,3,2,6,12,1,4,4,1,3,2,1,3,1,8,2, ,2,2, ,3,5,1,1,3,1,1,2, ,1,2,1,1,0,0,1,0,0,0,0,0,2,4,4,3,3,3,3,5,2,98,1,1,2,1,1,3,3,3,2, , ,99, , , ,2,1,2,2, , ,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,5,4,5,3, , , , ,1,3,1,98,98,2,98,1.22670932,1.520551245,1.111481448
2021010059,39,2,1,2,4,10,1,7,1,2,1,2,5,3,1,4,2,7,1, ,1,5,1,3,1,2,3,2,2,2, ,1,2,1,1,0,0,0,0,0,0,0,2,5,7,5,5,5,5,3,4,3,1,1,2,3,1,3,3,3,1,3,1,2,2,1,2,2,1,1,2,2,1,2,2,98,3,2,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,7,1,2,2,2,7,4,5,2,1,1,1, ,1,3,4,2,3,1,2,1.500724229,0.749771261,0.803176192
2021010060,11,5,3,1,2,2,1,2,2,1,3,6,1,3,1,1,2, ,1,2, ,2,7,7,3,3,2,2, ,2, ,2,1,2, , , , , , , , ,2,4,2,1,1,1,1,5,1,4,2,2, , , ,3,3,3,2, , ,2, , , , ,1,2,2, , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,2,2,2,2,4,4,5,3, , , , ,98,2,98,98,98,98,98,1.19990134,1.310495618,0.900225277
2021010061,14,3,2,1,6,6,1,5,4,1,3,5,3,3,1,1,2, ,1,2, ,4,5,1,3,2,1,2, ,2, ,2,1,1,0,1,0,0,0,0,0,0,2,3,1,3,1,5,1,1,1,98,1,2,2,2,1,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,1,2,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,1,2,2,7,4,5,2,1,2,1, ,1,3,2,4,1,1,2,1.664739263,1.428451654,1.110070052
2021010062,10,5,3,1,5,5,1,6,1,2,1,5,7,3,1,8,2,8,2, ,1,5,7,7,3,3,1,1, , ,1,2,1,1,0,0,1,0,0,0,0,0,2,5,3,6,2,1,2,5,3,3,1,1,2,2,3,1,1,1,1,3,2,1,2,2,2,2,1,2,1,2, ,1,2,1,2,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,3,1,2,2,2,5,5,6,2,2,1,2, ,1,3,1,3,3,1,2,1.035166131,2.448791548,0.858140226
2021010063,15,3,2,1,6,6,1,6,1,2,1,5,7,2,1,8,2,8,2, ,1,2,9,5,1,3,1,1, , ,2,2,1,1,0,0,1,0,0,0,0,0,2,5,3,4,1,1,2,5,2,4,1,1,2,2,2,3,3,3,1,1,2,1,2,2,2,1,1,2,2, , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,5,3, , , , ,1,3,98,2,1,1,2,1.344484511,0.710842985,0.9940781
2021010064,39,2,1,1,5,5,1,4,1,2,1,5,3,2,1,6,2,3,1,2,1,1,4,7,1,2,1,1, ,2, ,2,2,1,0,1,0,1,1,0,0,0,2,5,4,5,3,3,3,3,3,3,1,1,2,2,3,3,1,3,2, , ,1,2,2,2,1,2, , , , ,2,2,2,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,1,1,1,7,4,7,3, , , , ,1,3,1,99,99,1,2,2.271169066,1.023759926,1.06675057
2021010065,10,5,3,2,6,12,1,5,1,2,1,5,7,3,1,8,2,8,2,2,2,2,10,1,1,3,1,1, , ,1,2,1,1,0,0,1,0,0,0,0,0,2,5,3,2,1,1,1,5,1,4,1,1,2,3,1,3,3,3,1,3,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,6,4,3, , , , ,1,3,1,98,1,1,98,1.22670932,2.951030094,0.986484532
2021010066,5,9,4,1,3,3,1,7,1,4,1,2,7,3,1,2,1,2,1, ,1,5,9,10,2,1,2,1,1,1, ,1,1,1,1,0,0,1,0,0,0,0,1,3,7,2,4,5,5,5,4,4,1,2,1,3,3,2,1,2,1,2,1,2,1,2,1,1,2, , , , ,1,1,2,2,1,2,1,1,2,1,1,1,0,1,0,0,0,0,0,0,1,1,2,5,4,5,4,5,1,7,1,1,1,2,6,7,7,1, , , , ,2,1,1,2,3,1,2,0.492065359,2.232959188,1.03249663
2021010067,48,9,4,1,3,3,1,7,1,1,1,2,9,1,2,1,1,2,1, ,1,6,10,10,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,0,0,0,1,5,7,2,5,5,5,5,5,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,99,2,1,1,0,0,0,0,0,1,0,0, , , ,1,1,3,1,2,1,7,1,1,2,1,7,7,7,2,1,1,2,2,1,1,1,1,3,1,2,1.257105193,1.152307587,0.768658842
2021010068,44,7,3,2,6,12,1,4,5,1,3,5,3,3,1,8,2, ,2,2, ,2,8,1,1,3,1,1, , ,2,2,1,1,1,0,0,0,0,0,0,0,2,5,5,4,2,3,3,3,2,3,1,1,2,2,1,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,4,1,2,2,2,7,7,6,3, , , , ,3,98,4,3,98,98,2,1.542859143,2.91765245,1.043544812
2021010069,39,2,1,1,6,6,1,4,5,1,3,5,2,2,1,8,2, ,2,2, ,3,6,1,3,3,1,1, , ,2,2,1,1,1,1,0,0,0,0,0,0,2,2,2,2,4,4,4,3,1,4,1,1,2,1,1,3,3,3,2, , ,2, , , ,2,1,2,2, , ,2,2,2,3,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,6,1,2,2,2,6,6,6,3, , , , ,1,3,4,3,3,1,98,2.271169066,1.023759926,1.06675057
2021010070,19,7,3,2,4,10,1,4,4,2,2,5,6,3,1,2,2,2,1,2,1,3,7,6,3,3,1,1, ,98, ,2,2,1,0,1,0,0,0,0,0,0,2,4,5,3,2,2,3,5,2,3,1,1,2,2,3,3,2,2,1,1,1,2,1,2,2,2,2, , , , ,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,3,1,2,2,2,5,6,6,2,1,2,2, ,1,3,1,1,98,1,2,1.318945761,0.437485381,0.865508484
2021010071,26,4,2,2,5,11,1,2,1,2,1,1,3,3,1,4,2,2,1,2,1,2,1,1,2,1,2,2,2,2, ,1,4,1,1,1,0,0,0,0,0,0,2,2,7,6,1,2,5,1,4,1,1,2,1,99,99,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,1,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,6,1,2,2,2,6,7,3,3, , , , ,2,3,98,3,3,1,98,0.540823662,2.211350255,1.131912422
2021010072,33,2,1,1,3,3,1,7,1,2,1,2,7,3,1,2,1,2,1, ,1,6,10,9,2,2,1,1,1,2, ,1,1,1,1,1,0,0,1,0,0,0,1,4,7,3,4,4,5,4,3,4,1,2,1,2,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,5,1,1,1,2,2,2,1,2,0,1,0,0,0,0,0,0,1,4,1,3,2,2,4,3,1,7,1,1,1,2,7,6,7,1, , , , ,1,1,2,2,1,2,1,1.678360814,1.148241087,0.753079945
2021010073,10,5,3,2,6,12,1,2,5,1,3,5,3,3,1,8,2, ,2,2, ,2,9,4,1,3,1,1, , ,1,1,1,1,0,0,1,0,0,0,0,0,2,5,4,4,1,4,2,5,1,4,1,1,2,1,1,3,3,3,1, ,2,1,2,2,2,99,1,2,2, , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,6,6,3, , , , ,2,3,4,98,3,1,98,1.22670932,2.951030094,0.986484532
2021010074,33,2,1,1,3,3,1,7,1,1,1,1,9,1,2,2,1,2,1, ,1,6,9,9,1,1,1,1,1,1, ,1,1,1,0,0,1,1,0,0,0,0,1,5,6,6,3,2,2,3,3,3,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4,1,2,3,3,2,3,1,6,1,1,2,1,7,6,7,2,1,1,1,2,3,2,1,3,1,1,1,1.678360814,1.148241087,0.753079945
2021010075,3,8,4,2,3,9,1,6,1,1,1,6,2,2,1,3,1,3,1, ,2,5,6,6,2,2,98,1, ,1, ,1,3,1,0,1,1,0,0,0,0,0,2,4,6,3,3,2,2,5,4,2,2,1, ,3,2,2,2,2,2, , ,1,1,99,98,1,1,1,1,98,2,98,1,2,2,1,98,98,2,98,99,2,2,0,1,0,0,0,0,0,0,1,4,98,3,4,3,2,2,1,5,1,1,2,2,3,5,7,2,1,98,98,98,3,2,2,1,2,99,2,0.324294764,1.643831395,0.749976202
2021010076,5,9,4,2,4,10,1,6,1,2,1,1,4,1,2,3,1,3,1, ,1,5,4,3,2,2,1,1,1,1, ,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,2,3,2,3,2,2,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,98,2,2,98,1,1,1,1,0,0,0,0,0,0,1,1,1,3,3,3,2,2,1,3,1,2,1,2,3,2,2,1, , , , ,2,2,1,2,3,1,1,0.439985491,1.812723828,0.805168203
2021010077,21,5,3,1,4,4,1,6,1,2,1,2,8,3,1,2,1,2,1, ,1,5,10,10,1,1,1,1,2,1, ,1,1,1,1,1,0,0,0,0,0,0,1,4,7,4,4,2,1,2,3,4,1,2,1,1,2,1,2,3,98, , ,1,2,1,2,98,98, , , , ,1,2,1,2,1,2,98,99,98,2,1,2,0,0,1,0,0,0,0,0,2,1,2,3,1,4,5,2,1,7,1,98,1,2,7,6,7,1, , , , ,98,1,1,2,1,2,1,0.947188334,0.672042495,0.700123599
2021010078,33,2,1,1,3,3,1,6,1,2,1,2,5,1,2,1,1,1,1, ,2,5,10,10,1,1,1,1,1,1, ,1,1,1,1,0,0,0,0,0,0,0,1,5,7,2,1,1,2,5,5,4,1,1,1,98,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,6,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,1,4,1,4,5,5,5,5,1,7,1,1,1,1,7,7,7,3, , , , ,3,1,2,1,1,1,2,1.678360814,1.148241087,0.753079945
2021010079,22,1,1,1,3,3,1,3,1,2,1,3,3,3,1,4,2,4,1,2,99,2,7,6,2,3,3,2,98,98, ,2,2,98, , , , , , , , ,2,3,4,4,3,4,3,4,3,3,98,2, , , ,2,3,2,2, , ,2, , , ,2,2, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,1,1,1,4,4,4,3, , , , ,98,98,3,98,98,98,98,0.431224288,2.698861397,0.848290433
2021010080,44,7,3,2,3,9,1,7,1,2,1,2,5,1,2,1,1,3,1, ,2,6,7,6,1,3,3,1,1,1, ,1,2,1,0,1,0,1,1,0,0,0,1,4,5,4,1,2,3,3,4,4,1,1,1,3,98,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,98,99,98,2,2,2,1,0,0,0,0,0,0,0,2,2,2,3,1,5,2,4,98,4,2,2,1,98,4,1,6,3, , , , ,2,3,3,3,2,98,98,1.065213145,2.017330098,0.764793461
2021010081,44,7,3,1,4,4,1,7,1,2,1,2,7,3,1,2,2,2,1, ,1,6,9,9,3,3,1,2,2,2, ,2,3,2, , , , , , , , ,2,5,7,4,5,5,5,5,4,3,1,1,2,2,3,2,1,2,1,2,2,2, , , ,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,98,2,2,0,0,0,0,0,1,0,0, , , ,3,1,3,3,1,2,7,1,2,2,2,7,7,7,3, , , , ,2,2,3,2,1,98,1,1.191299485,2.174449985,0.816474013
2021010082,29,8,4,2,4,10,1,3,1,2,1,6,7,3,1,4,2,4,1,2,2,2,5,5,1,3,1,2, ,2, ,2,2,2, , , , , , , , ,2,5,4,98,2,2,2,2,3,3,1,2,2,2,2,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,1,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,5,5,3,3, , , , ,1,3,2,3,3,1,1,0.401541425,0.821251321,0.804383689
2021010083,24,4,2,2,3,9,1,7,2,1,3,6,6,3,1,2,2, ,1, , ,6,1,7,3,2,1,2, ,2, ,2,4,1,0,1,0,0,0,0,0,0,2,3,7,5,5,5,5,2,5,1,1,1,1,2,3,3,2,3,1, ,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,7,1,2,2,2,4,3,3,3, , , , ,1,3,98,3,1,1,2,0.373392786,1.323936394,0.737829121
2021010084,47,5,3,2,5,11,2,6,4,4,3,2,7,3,1,7,2, ,1, , ,5,1,4,2,2,3,1,2,2, ,1,4,1,1,0,0,0,0,0,0,0,1,5,7,6,5,5,5,1,5,1,1,1,2,2,3,3,3,2,2, , ,2, , , ,2,1,2,2, , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,2,1,1,1,4,4,2,3, , , , ,1,3,98,3,1,1,98,1.387514488,1.304185595,1.046805582
2021010085,7,1,1,1,5,5,1,6,2,1,3,5,5,3,1,3,2, ,1, , ,5,8,6,1,3,1,2, ,1, ,2,1,1,1,0,0,0,0,0,0,0,1,5,2,3,1,1,2,4,2,4,1,1,2,2,1,3,3,3,1, ,2,1,2,2,2,1,1,1,2,2,1,1,2,1,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,6,3, , , , ,1,3,2,3,1,1,2,0.380615534,1.275494489,0.968487179
2021010086,14,3,2,2,4,10,1,4,1,2,1,2,7,3,1,2,2,2,1,2,1,3,7,5,3,2,1,2,2,2, ,2,2,1,0,1,0,0,0,0,0,0,2,3,3,2,2,2,3,3,2,4,1,2,2,2,3,3,2,3,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,5,2,1,1,2,2,1,1,1,0,0,1,0,0,0,0,0,2,1,2,3,2,1,1,1,2,6,1,2,2,2,6,7,4,3, , , , ,3,98,1,2,1,1,98,1.362034386,1.200329361,0.922255576
2021010087,36,3,2,2,4,10,2,7,1,2,1,1,9,3,1,1,2,2,1, ,3,5,7,6,1,3,1,1,1,1, ,2,1,2, , , , , , , , ,2,5,4,6,1,1,2,5,2,4,1,1,2,3,3,2,2,2,1,3,1,1,1,2,2,1,1,1,2,2,1,1,2,98,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,5,3, , , , ,1,1,98,1,98,1,98,1.540578858,1.30052133,1.095489451
2021010088,11,5,3,2,5,11,2,7,4,1,3,5,5,3,1,2,2, ,1, , ,6,10,8,3,3,2,1, ,1, ,2,1,1,0,0,1,0,0,0,0,0,2,5,1,3,1,1,1,5,1,4,1,1,2,3,3,2,3,3,1, ,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,6,3, , , , ,1,3,2,2,1,1,2,1.387514488,1.513007898,1.210386791
2021010089,1,6,3,2,4,10,1,2,1,2,1,1,2,3,1,1,2,1,1,2,1,2,8,6,1,3,1,1,2,1, ,2,2,1,0,0,1,1,0,0,0,0,1,2,3,6,1,2,5,5,3,3,1,1,2,3,1,2,2,1,2, , ,2, , , ,1,1,2,2, , ,2,2,2,2,2,1,1,1,2,2,2,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,3,1,2,1,2,7,3,7,3, , , , ,3,3,4,2,2,1,2,0.706987264,0.910767462,0.887694917
2021010090,44,7,3,2,6,12,1,6,4,4,3,5,6,3,1,8,2, ,2, , ,2,5,1,3,3,1,1, , ,2,1,1,1,0,0,1,0,0,0,0,0,2,5,7,6,5,2,5,3,4,2,1,1,2,3,1,3,3,2,2, , ,1,2,1,2,1,1,1,2,2,1,2,1,2,3,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,1,3,3, , , , ,98,98,98,98,98,1,98,1.246051118,2.259005138,0.842360144
2021010091,22,1,1,2,6,12,1,3,5,1,3,5,1,3,1,8,2, ,2,2, ,2,10,10,1,3,1,1, , ,1,2,1,1,0,0,1,0,0,0,0,0,1,5,4,5,1,1,1,1,1,4,1,1,2,3,3,3,3,3,1, ,1,1,2,2,2,2,2, , , , ,2,2,2,3,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,7,7,5,3, , , , ,98,98,98,98,98,98,1,0.451043179,2.943271294,1.096263308
2021010092,4,7,3,2,4,10,1,4,2,1,3,6,1,3,1,6,2, ,1,2, ,3,10,10,3,2,1,2, ,2, ,2,4,1,1,0,0,0,0,0,0,0,2,3,7,6,4,4,3,2,5,1,1,2,2,1,1,3,3,3,98, , ,98, , , ,98,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,4,4,4,3, , , , ,98,98,98,98,98,98,98,1.318945761,0.291271188,0.90847671
2021010093,39,2,1,2,6,12,1,5,4,4,3,5,4,3,1,3,2, ,1,2, ,4,4,2,1,2,1,2, ,2, ,2,4,1,1,1,0,0,0,0,0,0,2,3,5,4,2,2,2,5,3,2,1,2,1,1,2,3,3,3,1, ,2,2, , , ,2,1,1,2,2,3,2,1,1,1,2,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,7,1,2,2,2,5,3,4,2,1,2,2, ,1,98,2,2,98,2,2,2.173655206,1.020707473,1.08290454
2021010094,39,2,1,2,3,9,1,5,1,2,1,2,6,3,1,7,2,2,1,2,1,1,8,7,1,3,2,1,1,2, ,2,2,1,0,1,0,0,0,0,0,0,1,4,5,3,3,2,5,3,3,3,1,1,2,2,3,3,3,3,1,2,2,2, , , ,2,1,1,2,2,1,2,2,1,3,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,2,2,2,7,5,5,3, , , , ,2,3,4,98,98,1,98,1.858195114,0.855171599,0.898415115
