NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,X3,A9,A40,A10,A10A,A21_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J50,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J32,J33_40,J53,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4,B41_1,B41_2,B31,B42,B43,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,EA_1,E7,E8,E20,E15_2015,P50,P51,P52,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M6,M7,M8,M31,M50,M9,M10,wgt_n2,wgt_d2,wgt_s3
2021029620,5,9,4,2,3,9,1,3,2,1,3,6,3,3,1,7,2, ,1,2, ,2,1,6,1,1,3,2, ,1, ,1,4,1,1,0,0,0,0,0,0,0,2,4,7,6,4,5,5,1,5,3,2,1, ,2,2,3,3,3,1, ,2,2, , , ,2,2, , , , ,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,2,2,6,5,7,3, , , , ,1,1,1,3,1,1,98,0.544789558,2.270155866,0.998348281
2021029621,38,9,4,1,3,3,1,7,1,2,1,2,7,3,1,2,1,2,1, ,1,6,10,7,1,2,99,2,2,2, ,2,2,2, , , , , , , , ,2,4,7,6,5,4,2,3,5,4,1,1,2,3,3,2,2,2,1,1,2,2, , , ,1,2, , , , ,2,2,2,2,1,2,1,2,2,1,2,1,0,0,0,0,0,1,0,0, , , ,5,1,4,5,4,2,4,1,2,2,2,7,6,5,3, , , , ,2,2,3,3,3,2,2,0.515500091,0.258960076,0.797053905
2021029622,5,9,4,1,4,4,1,2,2,1,3,6,1,2,1,7,2, ,1,2, ,2,1,1,1,1,1,1, ,1, ,2,3,1,1,0,0,0,0,0,0,0,2,1,1,3,3,1,1,3,3,1,2,2, , , ,3,3,3,2, , ,2, , , , ,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,2,2,5,6,4,3, , , , ,1,98,98,98,98,98,98,0.609274794,2.796435575,1.280218508
2021029623,34,5,3,2,4,10,2,4,2,1,3,1,4,3,1,8,2, ,2,2, ,3,1,5,1,2,2,2,2, ,2,1,4,1,1,0,0,0,0,0,0,0,1,4,4,4,4,5,5,1,4,2,1,2,1,3,2,2,2,3,2, , ,2, , , ,1,2, , , , ,2,2,2,1,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,1,2,2,2,4,4,2,98, , , , ,98,1,2,4,98,1,1,1.215948658,1.51454404,0.933711003
2021029624,40,1,1,2,2,8,1,4,2,4,3,6,4,3,1,2,1, ,1,1, ,3,7,8,1,3,1,1, ,1, ,2,2,1,0,1,1,1,1,0,0,0,2,5,4,5,4,3,3,5,4,4,1,1,2,3,2,3,3,2,1, ,1,1,1,2,2,1,2, , , , ,2,2,98,3,1,1,2,2,2,2,1,2,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,6,1,2,1,2,6,6,5,3, , , , ,1,3,98,3,1,1,2,0.379837096,0.405718719,1.012604746
2021029625,8,5,3,2,1,7,2,2,2,2,2,2,3,3,1,2,2,2,1,2,1,6,1,6,3,2,2,1,2,2, ,1,98,1,1,0,0,0,0,0,0,0,2,3,7,6,3,4,4,2,4,3,1,1,2,2,3,2,1,1,1,3,1,2,1,2,2,2,2, , , , ,2,2,2,1,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,2,1,2,1,3,1,1,1,1,4,1,2,2,2,5,7,5,2,1, ,2, ,1,98,2,3,98,98,98,1.197826282,0.137216065,1.035529197
2021029626,5,9,4,1,3,3,2,3,1,2,1,3,6,3,1,2,2,2,1,2,1,1,7,7,3,2,1,1,1,1, ,2,1,1,1,1,0,0,0,0,0,0,2,4,6,5,1,3,3,3,3,3,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,5,5,5,3, , , , ,1,1,1,3,1,1,1,1.436743518,3.518664891,1.542075673
2021029627,5,9,4,1,3,3,1,2,2,3,3,5,2,3,1,7,2, ,1,2, ,2,6,10,3,2,2,2, ,2, ,2,98,1,1,0,0,0,0,0,0,0,1,2,6,6,5,5,5,98,5,98,1,2,1,99,3,2,2,2,1, ,2,2, , , ,2,2, , , , ,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0, , , ,3,2,5,4,5,2,4,98,2,2,2,4,4,5,98, , , , ,98,98,4,4,98,98,98,0.609274794,2.796435575,1.280218508
2021029628,5,9,4,1,5,5,1,2,1,2,1,2,5,3,1,2,2,2,1,2,1,2,2,4,1,2,2,2,2,2, ,2,1,1,1,0,1,0,0,0,0,0,2,4,4,3,3,3,3,2,3,2,1,1,1,2,3,3,2,3,2, , ,1,2,2,2,2,1,1,2,2,1,2,2,2,3,2,1,1,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,2,2,4,5,4,3, , , , ,1,3,2,2,98,2,2,0.665866132,2.320541407,0.966601501
2021029629,40,1,1,2,3,9,2,2,2,2,2,6,1,3,1,7,2,6,1,2,1,2,1,1,3,1,1,2, ,2, ,2,4,1,1,0,0,0,0,0,0,0,2,3,4,4,4,5,5,1,4,3,1,2,1,1,3,1,2,3,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,98,0,0,0,0,0,1,0,0, , , ,1,3,1,3,1,1,5,1,2,2,2,4,3,2,3, , , , ,1,1,98,3,3,1,2,0.909253145,0.650190592,2.126008254
2021029630,9,5,3,1,3,3,2,7,2,1,3,6,8,3,1,2,1, ,1, , ,6,5,5,2,1,3,2, ,1, ,1,4,1,0,0,0,1,0,0,0,0,2,4,7,6,5,5,5,1,2,2,1,1,1,3,3,1,1,1,1, ,1,1,1,1,1,1,2, , , , ,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,1,1,1,7,7,3,3, , , , ,1,1,1,1,2,1,1,1.09827034,0.095891383,0.617159036
2021029631,5,9,4,1,1,1,1,2,2,1,3,6,2,3,1,5,98, ,1, , ,3,10,10,1,1,2,1, ,1, ,2,2,1,1,0,1,0,0,0,0,0,2,5,7,4,3,4,5,2,3,3,1,1,2,1,2,2,3,2,2, , ,2, , , ,1,1,2,2, , ,2,2,2,1,2,1,2,2,98,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,6,3,3, , , , ,2,2,2,2,3,2,2,0.623350038,2.401660481,0.983446015
2021029632,2,9,4,2,3,9,1,2,3,2,2,2,2,3,1,2,1,7,1,2,1,2,1,5,1,2,2,2,2,2, ,1,4,1,0,1,0,0,0,0,0,0,1,1,3,4,5,3,5,2,2,4,1,2,2,2,3,3,1,3,2, , ,2, , , ,2,2, , , , ,2,1,2,7, , , , , , ,2,1,1,0,0,0,0,0,0,0,2,98,1,1,1,1,2,2,2,6,1,2,2,2,5,7,3,3, , , , ,1,1,1,3,1,98,98,1.39180247,0.109129151,0.746158425
2021029633,32,8,4,2,2,8,2,2,2,3,3,5,1,3,1,7,1, ,1,2, ,5,98,10,2,1,1,2, ,2, ,1,4,1,1,0,0,0,0,0,0,0,1,5,7,1,5,3,3,5,3,1,2,2, , , ,1,1,2,98, , ,2, , , , ,1,1,2,98,98,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,5,1,98,1,1,2,2,2,1,3,1,3, , , , ,98,98,1,98,1,98,98,0.932770903,0.778475048,0.840712787
2021029634,5,9,4,2,4,10,2,2,1,2,1,6,5,3,1,4,2,1,1,2,3,5,4,5,1,2,3,2, ,2, ,2,4,1,1,1,0,0,0,0,0,0,2,2,4,2,1,4,5,3,1,2,2,2, , , ,3,2,3,2, , ,2, , , , ,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,2,2,2,4,1,4,3, , , , ,1,3,2,4,3,98,98,0.631686637,1.69789112,0.721803762
2021029635,40,1,1,2,4,10,1,4,1,2,1,5,6,3,1,4,2,2,1,2,1,3,3,5,3,2,1,2, ,1, ,1,3,1,1,1,1,0,0,0,0,0,2,3,6,5,4,4,4,3,3,3,1,1,1,2,2,2,3,1,1,2,1,98,1,2,2,2,2, , , , ,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,2,1,6,1,1,1,1,6,6,4,98, , , , ,1,2,98,4,1,1,98,0.385583798,0.379467798,0.823951893
2021029636,51,8,4,2,4,10,1,5,1,2,1,3,7,3,1,1,1,2,1,2,3,6,1,6,3,2,2,1,2,1, ,1,1,1,1,0,0,0,0,0,0,0,2,3,7,6,5,5,5,3,3,3,1,1,2,3,3,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,3,1,1,2,2,2,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,4,1,1,1,7,1,1,1,1,6,5,6,3, , , , ,1,1,4,4,98,1,2,0.401541425,0.169326946,0.716297783
2021029637,5,9,4,2,4,10,1,2,1,2,1,5,3,3,1,3,1,8,1,2,3,2,4,7,3,3,2,2, ,1, ,2,3,1,1,1,0,0,0,0,0,0,2,98,4,6,4,3,4,2,3,3,1,1,2,3,2,3,2,3,1,2,2,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,7,6,7,2,1, ,1, ,3,3,1,3,1,1,2,0.544789558,2.270155866,0.998348281
2021029638,38,9,4,1,1,1,1,2,2,1,3,6,1,3,1,3,1, ,1,2, ,2,5,10,1,2,1,2, ,2, ,2,3,1,1,0,0,0,0,0,0,0,1,98,7,6,4,3,4,3,4,3,1,1,2,3,3,2,2,2,2, , ,2, , , ,2,1,2,2, , ,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,2,1,1,2,7,1,2,1,1,1,4,2,3, , , , ,98,98,98,98,98,98,98,0.653037234,0.278524652,1.507963047
2021029639,5,9,4,2,4,10,1,2,2,3,3,6,1,3,1,7,2, ,1,2, ,4,5,1,1,1,1,2, ,2, ,1,2,1,1,0,1,0,1,0,0,0,2,98,7,6,5,5,5,2,5,2,1,1,2,3,2,2,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,2,1,7,6,5,98, , , , ,1,3,98,3,3,98,98,0.544789558,2.270155866,0.998348281
2021029640,35,4,2,1,3,3,1,4,2,2,2,1,8,3,1,2,1,2,1,2,3,5,5,7,1,2,2,2,2,1, ,2,1,2, , , , , , , , ,2,3,6,3,3,3,4,3,3,3,1,1,2,3,3,3,2,2,2, , ,1,1,1,1,1,1,2,2, , ,2,1,2,3,2,1,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , ,1,2,1,3,1,2,5,1,2,2,2,3,7,5,3, , , , ,1,3,1,2,1,1,2,0.517059806,0.256219453,1.140627151
2021029641,48,9,4,2,3,9,1,2,1,2,1,2,7,3,1,4,1,2,1,2,3,2,5,4,3,3,1,2,2,2, ,2,2,1,1,1,0,0,0,0,0,0,2,4,5,5,5,98,5,2,5,1,1,1,2,2,3,3,3,2,1,2,98,2, , , ,2,2, , , , ,2,2,2,2,2,1,1,1,2,2,1,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,4,2,2,2,1,4,1,4,3, , , , ,98,98,98,98,98,98,98,1.39180247,1.17150275,0.919927133
2021029642,5,9,4,1,5,5,1,2,1,2,1,5,7,3,1,2,2,8,1,2,1,6,10,3,3,3,1,1, ,1, ,2,1,2, , , , , , , , ,2,5,2,3,1,1,1,5,2,4,1,1,2,3,3,3,3,2,1,3,2,2, , , ,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,6,5,6,2,1, ,1, ,1,2,2,3,1,1,1,0.665866132,2.320541407,0.966601501
2021029643,38,9,4,1,2,2,2,6,1,2,1,3,7,3,1,2,2,2,1, ,1,5,1,6,1,3,1,2,2,2, ,1,1,1,1,0,0,0,0,0,0,0,2,5,4,98,3,3,3,3,3,4,1,1,1,3,3,2,1,98,2, , ,2, , , ,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,98,1,1,2,4,1,2,2,2,4,4,4,3, , , , ,1,1,98,98,98,1,2,0.738641672,0.28442406,1.68437106
2021029644,32,8,4,2,1,7,2,2,2,3,3,1,1,3,1,7,1, ,1,2, ,2,1,8,1,2,2,2,2,2, ,2,3,1,1,0,1,0,0,0,0,0,2,98,7,6,4,3,3,3,3,3,1,2,2,2,3,2,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,6,7,3,3, , , , ,1,2,2,3,1,1,1,0.932770903,0.778475048,0.840712787
2021029645,5,9,4,1,3,3,1,2,2,1,3,6,6,1,2,7,1, ,1,2, ,2,1,10,1,1,1,2, ,2, ,1,4,1,0,1,0,0,0,0,0,0,2,1,7,6,5,5,5,1,5,1,1,1,1,3,3,1,1,1,1, ,1,1,1,1,1,1,2, , , , ,2,1,1,2,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0, , , ,1,3,4,2,1,2,7,2,2,2,2,7,7,7,1, , , , ,1,1,1,3,3,1,1,0.609274794,2.796435575,1.280218508
2021029646,38,9,4,2,3,9,1,7,2,1,3,6,5,3,1,2,2, ,1, , ,6,4,5,2,2,1,2, ,1, ,2,2,1,0,1,0,0,0,0,0,0,2,5,6,5,4,4,4,2,4,3,1,1,1,2,3,3,2,3,1, ,2,2, , , ,2,2, , , , ,1,2,98,2,2,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,7,1,1,2,2,4,3,4,3, , , , ,1,3,98,98,1,1,2,0.460939907,0.210224666,0.737652421
2021029647,2,9,4,2,5,11,1,2,1,2,1,5,5,3,1,8,2,8,2,2,1,1,9,2,3,3,1,1, , ,1,2,1,1,0,0,1,0,0,0,0,0,2,5,3,1,1,1,2,5,1,3,1,1,2,2,2,2,2,3,2, , ,1,2,2,2,1,1,2,2, , ,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,5,5,3, , , , ,98,98,98,98,1,1,2,1.628084511,0.103659079,0.928406889
2021029648,5,9,4,2,5,11,2,2,1,2,1,5,3,3,1,1,2,1,1,2,3,2,7,3,1,2,2,2, ,1, ,1,2,2, , , , , , , , ,2,4,4,4,1,3,2,4,3,4,1,1,2,3,3,2,2,3,2, , ,2, , , ,1,2, , , , ,2,2,1,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,2,2,2,2,4,4,5,3, , , , ,1,3,1,1,3,1,98,1.502775657,2.713284486,1.072767872
2021029649,9,5,3,2,5,11,2,4,1,2,1,2,8,3,1,2,1,2,1,2,1,2,1,10,1,2,1,2,2,2, ,2,2,1,0,0,1,0,0,0,0,0,2,2,7,6,1,5,3,3,5,3,2,1, ,1,3,3,1,2,1,1,1,2,1,2,2,1,1,1,1,2,98,2,1,2,7, , , , , , ,2,1,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,7,1,2,2,2,7,7,5,3, , , , ,1,3,2,3,98,1,98,1.422376537,0.124700012,0.993800936
2021029650,9,5,3,1,5,5,2,3,4,4,3,6,3,3,1,6,2, ,1,2, ,1,10,1,2,2,3,2, ,2, ,1,4,1,1,1,0,0,0,0,0,0,2,3,7,6,4,5,5,2,4,2,2,2, , , ,3,1,3,2, , ,2, , , , ,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,5,1,1,2,1,2,2,1,2,2,4,3, , , , ,1,3,4,2,98,98,2,1.486186762,0.1225667,0.862301412
2021029651,5,9,4,1,3,3,2,1,1,2,1,6,8,3,1,7,2,7,1, ,1,1,10,10,1,1,1,1, ,1, ,1,1,1,0,1,0,0,0,0,0,0,1,5,7,3,5,5,5,2,2,4,1,1,1,3,3,1,1,1,2, , ,2, , , ,2,1,1,2,1,2,2,2,2,4,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,2,2,2,2,98,98,98,3, , , , ,1,1,2,1,3,1,2,1.436743518,3.518664891,1.542075673
2021029652,13,8,4,1,1,1,1,2,1,2,1,6,4,3,1,2,2,2,1,1,1,4,6,4,3,3,1,2, ,2, ,2,2,1,0,0,1,0,0,0,0,0,2,5,4,4,2,3,3,3,2,3,1,1,2,1,3,2,1,3,2, , ,2, , , ,2,2, , , , ,2,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,2,2,2,6,7,5,3, , , , ,1,3,98,2,1,1,98,0.459445044,0.590299839,1.33442519
2021029653,32,8,4,2,4,10,2,4,1,2,1,2,6,3,1,2,2,2,1,2,2,3,2,4,3,2,1,1,2,98, ,2,4,1,1,1,0,0,0,0,0,0,2,5,7,5,5,5,5,3,5,3,1,1,2,3,2,3,2,3,1,3,2,2, , , ,2,1,2,2, , ,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,4,1,2,7,1,2,2,2,5,1,5,3, , , , ,1,2,98,2,2,1,98,0.946883155,0.770420142,0.839159431
2021029654,5,9,4,1,3,3,1,3,2,3,3,6,1,3,1,2,2, ,1,2, ,2,1,1,3,98,1,2, ,2, ,2,98,1,0,0,0,0,0,1,0,0,2,4,4,3,3,4,3,1,3,2,1,1,2,1,2,3,98,2,2, , ,2, , , ,2,2, , , , ,2,2,2,98, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,98,1,2,2,2,1,1,3,3, , , , ,98,98,98,98,3,98,98,0.609274794,2.796435575,1.280218508
2021029655,35,4,2,2,1,7,1,2,2,3,3,6,1,3,1,7,1, ,1,2, ,3,4,1,1,98,3,2, ,2, ,2,3,99, , , , , , , , ,2,98,6,5,4,4,3,3,4,3,2,1, ,2,2,3,2,2,2, , ,2, , , ,98,2, , , , ,2,2,2,7, , , , , , ,98,98,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,1,2,4,7,3,2,1, ,2, ,1,3,98,3,1,1,2,0.455443955,0.233892852,1.019825681
2021029656,5,9,4,2,5,11,1,2,1,2,1,5,4,3,1,4,2,2,1,2,1,2,4,2,3,3,1,2, ,2, ,2,3,1,1,1,0,0,0,0,0,0,2,5,5,5,3,3,5,2,4,3,1,2,2,1,3,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,3,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,3,1,2,2,2,7,7,7,3, , , , ,1,1,98,3,1,1,98,0.637276812,2.156364842,0.890603041
2021029657,32,8,4,2,2,8,2,4,2,2,2,1,6,3,1,1,1,1,1,1,1,3,4,5,1,3,2,1,2,2, ,2,2,1,1,1,1,0,0,0,0,0,2,4,5,6,2,1,2,5,2,3,1,2,2,2,3,2,2,3,2, , ,2, , , ,2,2, , , , ,2,2,2,1,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,1,1,2,2,2,6,4,4,3, , , , ,1,98,1,3,1,1,98,0.932770903,0.778475048,0.840712787
2021029658,5,9,4,2,5,11,1,2,4,1,3,5,4,3,1,7,1, ,1,2, ,2,4,1,1,2,3,1, ,2, ,1,1,1,0,0,1,0,0,0,0,0,2,4,5,3,2,4,3,3,1,4,1,1,2,2,3,2,2,2,2, , ,2, , , ,2,2, , , , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,2,2,6,5,5,3, , , , ,1,3,4,2,1,2,98,0.637276812,2.156364842,0.890603041
2021029659,8,5,3,2,1,7,2,4,2,2,2,6,2,3,1,1,2,2,1,2,2,5,1,5,2,3,3,1, ,1, ,1,3,2, , , , , , , , ,2,2,7,6,5,3,5,4,3,2,2,2, , , ,1,2,3,2, , ,98, , , , ,2, , , , ,2,2,2,7, , , , , , ,2,1,1,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,7,1,2,2,2,4,5,3,3, , , , ,1,98,98,98,2,98,98,1.197826282,0.137216065,1.035529197
2021029660,5,9,4,2,4,10,2,2,3,4,3,5,1,3,1,7,1, ,1,2, ,2,2,98,3,2,3,2, ,2, ,2,4,1,1,0,0,0,0,0,0,0,1,1,7,6,5,5,5,2,3,2,2,2, , , ,3,3,3,2, , ,2, , , , ,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,3,1,2,4,1,2,2,2,6,6,5,3, , , , ,3,3,1,3,2,1,98,1.284679546,2.85646407,1.20255143
2021029661,5,9,4,2,3,9,2,1,1,1,1,3,3,3,1,7,2,7,1, ,98,1,1,4,2,1,1,2,2,2, ,2,4,2, , , , , , , , ,2,2,1,2,3,2,1,3,2,2,2,2, , , ,2,3,3,2, , ,2, , , , ,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,2,2,2,2,4,7,3,3, , , , ,98,98,98,98,98,98,98,1.284679546,2.85646407,1.20255143
2021029662,38,9,4,2,6,12,1,4,1,2,1,1,3,3,1,8,2,8,2,2,3,2,7,2,1,3,1,1,2, ,1,2,1,1,0,0,1,0,0,0,0,0,2,5,4,98,2,1,2,4,2,4,1,1,2,3,1,3,2,3,1,2,1,1,1,2,2,1,1,2,2, , ,2,1,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,6,98, , , , ,3,3,2,3,98,1,2,0.667627275,0.250077299,1.093767206
2021029663,13,8,4,1,2,2,1,4,2,2,2,2,8,2,1,1,1,2,1,2,1,1,7,4,1,3,1,1,1,1, ,2,1,1,0,1,0,0,0,0,0,0,2,2,4,5,1,2,2,5,1,4,1,1,2,3,3,1,1,2,2, , ,98, , , ,1,1,1,1,2,1,2,2,2,7, , , , , , ,1,2,0,0,0,0,0,1,0,0, , , ,1,2,1,2,2,1,3,1,2,2,2,7,7,7,3, , , , ,1,3,1,3,1,1,2,0.459445044,0.590299839,1.33442519
2021029664,32,8,4,2,2,8,2,4,1,2,1,6,3,3,1,4,2,2,1,2,1,3,1,1,1,1,3,2, ,2, ,1,4,1,0,0,0,0,0,0,0,1,1,1,7,99,5,5,5,1,5,1,1,2,1,1,3,3,1,1,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,5,1,1,7,1,2,2,2,7,7,1,3, , , , ,98,98,98,98,98,98,98,0.932770903,0.778475048,0.840712787
2021029665,38,9,4,1,2,2,1,4,2,1,3,6,7,2,1,2,2, ,1,2, ,4,9,10,3,3,1,1, ,1, ,2,1,2, , , , , , , , ,2,5,2,3,1,2,3,4,2,4,1,1,2,2,3,2,2,2,1, ,1,1,1,2,2,2,1,2,2, , ,1,1,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,2,1,3,2,1,1,2,2,2,7,6,6,3, , , , ,1,3,1,3,98,98,2,0.653037234,0.278524652,1.507963047
2021029666,2,9,4,2,5,11,1,6,5,1,3,1,8,3,1,2,1, ,1, , ,2,5,5,1,3,2,2,2,2, ,2,1,99, , , , , , , , ,99,4,4,3,2,3,2,4,2,3,1,1,2,3,3,2,1,1,2, , ,1,1,2,2,1,1,1,2,2,1,2,2,1,3,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,2,2,2,2,7,4,6,2,1,1,1, ,1,3,2,3,1,1,2,1.314881229,0.082771974,0.672573269
2021029667,38,9,4,1,1,1,1,2,2,3,3,6,6,3,1,7,1, ,1,2, ,5,7,7,2,2,1,1, ,2, ,2,98,2, , , , , , , , ,2,4,6,5,4,3,4,3,5,3,1,1,2,3,2,2,2,2,2, , ,98, , , ,2,2, , , , ,2,2,1,7, , , , , , ,98,2,0,0,0,0,0,1,0,0, , , ,4,5,4,1,2,2,3,1,2,2,2,4,5,5,3, , , , ,1,3,98,98,2,98,98,0.653037234,0.278524652,1.507963047
2021029668,5,9,4,2,4,10,1,2,1,2,1,5,5,3,1,4,2,2,1,2,3,2,7,2,1,3,1,2, ,1, ,2,1,1,0,1,0,0,0,0,0,0,2,5,2,3,2,3,3,4,2,4,1,2,2,3,2,3,2,2,1,2,2,1,1,2,2,2,1,2,2, , ,2,2,2,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,7,6,5,3, , , , ,1,98,98,98,1,1,98,0.544789558,2.270155866,0.998348281
2021029669,42,4,2,1,4,4,2,4,2,4,3,5,4,3,1,3,1, ,1,2, ,3,2,10,1,3,2,1, ,1, ,2,1,1,1,0,1,1,0,0,0,0,2,2,2,5,1,2,1,4,3,4,1,2,2,2,3,2,1,2,2, , ,2, , , ,1,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,2,1,4,4,1,3,1,2,2,2,7,6,7,3, , , , ,1,3,2,3,98,1,2,0.482017419,0.352972541,2.184848924
2021029670,51,8,4,2,2,8,1,3,1,2,1,4,5,3,1,2,2,2,1,2,3,2,4,7,1,3,2,2,1,2, ,2,2,1,1,1,0,0,0,0,0,0,2,1,6,5,1,5,3,4,2,3,1,2,2,2,3,1,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,2,2,2,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,3,2,1,7,2,2,1,1,6,5,5,2,1, ,2, ,2,1,4,3,1,1,2,0.395556892,0.171097295,0.899095902
2021029671,35,4,2,2,2,8,1,4,2,3,3,5,1,3,1,4,1, ,1,2, ,2,1,5,2,2,3,2, ,2, ,1,4,2, , , , , , , , ,2,1,7,5,4,3,4,2,3,2,2,2, , , ,2,2,3,2, , ,2, , , , ,2, , , , ,2,2,1,7, , , , , , ,2,1,1,0,0,0,0,0,0,0,2,4,1,1,1,1,5,1,1,7,1,1,1,1,5,7,5,2,1,1,1, ,1,98,1,98,1,1,98,0.455443955,0.233892852,1.019825681
